💚更新时间10-15 06:38,#genre#
CCTV12,http://171.110.63.129:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://171.110.63.129:8181/tsfile/live/1156_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://183.15.207.150:808/hls/13/index.m3u8
CCTV13,http://123.11.144.36:22222/hls/13/index.m3u8
CCTV13,http://123.53.239.244:808/hls/13/index.m3u8
CCTV13,http://171.110.63.129:8181/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://1.197.249.129:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.110.63.129:8181/tsfile/live/1157_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://183.15.207.150:808/hls/14/index.m3u8
CCTV14,http://123.11.144.36:22222/hls/14/index.m3u8
CCTV14,http://123.53.239.244:808/hls/14/index.m3u8
CCTV14,http://171.110.63.129:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://1.197.249.129:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.110.63.129:8181/tsfile/live/1158_1.m3u8?key=txiptv&playlive=1&authid=0
BM14CCTV6,http://171.110.63.129:8181/tsfile/live/1199_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://183.15.207.150:808/hls/15/index.m3u8
CCTV15,http://123.53.239.244:808/hls/15/index.m3u8
CCTV15,http://123.11.144.36:22222/hls/15/index.m3u8
CCTV15,http://171.110.63.129:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://1.197.249.129:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://171.110.63.129:8181/tsfile/live/1159_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.110.63.129:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://183.15.207.150:808/hls/16/index.m3u8
CCTV17,http://123.53.239.244:808/hls/17/index.m3u8
CCTV17,http://171.110.63.129:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://1.197.249.129:9901/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.110.63.129:8181/tsfile/live/1177_1.m3u8?key=txiptv&playlive=1&authid=0
BM19CCTV3,http://171.110.63.129:8181/tsfile/live/1204_1.m3u8?key=txiptv&playlive=1&authid=0
BM21CCTV5,http://171.110.63.129:8181/tsfile/live/1206_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV娱乐,http://171.110.63.129:8181/tsfile/live/1209_1.m3u8?key=txiptv&playlive=1&authid=0
BM20动作电影,http://171.110.63.129:8181/tsfile/live/1205_1.m3u8?key=txiptv&playlive=1&authid=0
BM23影迷电影,http://171.110.63.129:8181/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
BM9家庭影院,http://171.110.63.129:8181/tsfile/live/1194_1.m3u8?key=txiptv&playlive=1&authid=0
爱上4K电影,http://171.110.63.129:8181/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://171.110.63.129:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://171.110.63.129:8181/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://171.110.63.129:8181/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
卫视频道,#genre#
安多拉卫视,http://171.110.63.129:8181/tsfile/live/1179_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://1.197.249.129:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://123.53.239.244:808/hls/68/index.m3u8
安徽卫视,http://171.110.63.129:8181/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://183.15.207.150:808/hls/24/index.m3u8
北京卫视,http://1.197.249.129:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.53.239.244:808/hls/64/index.m3u8
北京卫视,http://171.110.63.129:8181/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://171.110.63.129:8181/tsfile/live/1163_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://183.15.207.150:808/hls/25/index.m3u8
兵团卫视,http://171.110.63.129:8181/tsfile/live/1126_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://1.197.249.129:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://123.53.239.244:808/hls/80/index.m3u8
重庆卫视,http://171.110.63.129:8181/tsfile/live/1185_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://183.15.207.150:808/hls/37/index.m3u8
东南卫视,http://123.53.239.244:808/hls/83/index.m3u8
东南卫视,http://171.110.63.129:8181/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://183.15.207.150:808/hls/39/index.m3u8
甘肃卫视,http://123.53.239.244:808/hls/89/index.m3u8
甘肃卫视,http://171.110.63.129:8181/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://171.110.63.129:8181/tsfile/live/1187_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.53.239.244:808/hls/65/index.m3u8
广东卫视,http://171.110.63.129:8181/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://183.15.207.150:808/hls/17/index.m3u8
广西卫视,http://1.197.249.129:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://123.53.239.244:808/hls/85/index.m3u8
广西卫视,http://171.110.63.129:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://123.53.239.244:808/hls/71/index.m3u8
贵州卫视,http://171.110.63.129:8181/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://171.110.63.129:8181/tsfile/live/1178_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://183.15.207.150:808/hls/33/index.m3u8
海南卫视,http://123.53.239.244:808/hls/88/index.m3u8
海南卫视,http://171.110.63.129:8181/tsfile/live/1134_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://1.197.249.129:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://123.53.239.244:808/hls/72/index.m3u8
河北卫视,http://171.110.63.129:8181/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://183.15.207.150:808/hls/38/index.m3u8
河南卫视,http://1.197.249.129:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://123.11.144.36:22222/hls/16/index.m3u8
河南卫视,http://123.53.239.244:808/hls/31/index.m3u8
河南卫视,http://171.110.63.129:8181/tsfile/live/1121_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://183.15.207.150:808/hls/35/index.m3u8
黑龙江卫视,http://123.53.239.244:808/hls/66/index.m3u8
黑龙江卫视,http://171.110.63.129:8181/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://171.110.63.129:8181/tsfile/live/1176_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://123.53.239.244:808/hls/77/index.m3u8
湖北卫视,http://171.110.63.129:8181/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://171.110.63.129:8181/tsfile/live/1174_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://183.15.207.150:808/hls/30/index.m3u8
湖南卫视,http://1.197.249.129:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://123.53.239.244:808/hls/74/index.m3u8
湖南卫视,http://171.110.63.129:8181/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.110.63.129:8181/tsfile/live/1171_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.15.207.150:808/hls/19/index.m3u8
吉林卫视,http://123.53.239.244:808/hls/81/index.m3u8
吉林卫视,http://171.110.63.129:8181/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://171.110.63.129:8181/tsfile/live/1122_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://123.53.239.244:808/hls/63/index.m3u8
江苏卫视,http://171.110.63.129:8181/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://171.110.63.129:8181/tsfile/live/1168_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://183.15.207.150:808/hls/21/index.m3u8
江西卫视,http://1.197.249.129:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://123.53.239.244:808/hls/73/index.m3u8
江西卫视,http://171.110.63.129:8181/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://171.110.63.129:8181/tsfile/live/1173_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://183.15.207.150:808/hls/28/index.m3u8
康巴卫视,http://171.110.63.129:8181/tsfile/live/1182_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.53.239.244:808/hls/69/index.m3u8
辽宁卫视,http://171.110.63.129:8181/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://171.110.63.129:8181/tsfile/live/1175_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://183.15.207.150:808/hls/31/index.m3u8
南方卫视,http://171.110.63.129:8181/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&authid=0
南方卫视,http://183.15.207.150:808/hls/18/index.m3u8
内蒙古卫视,http://123.53.239.244:808/hls/84/index.m3u8
内蒙古卫视,http://171.110.63.129:8181/tsfile/live/1135_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://123.53.239.244:808/hls/82/index.m3u8
宁夏卫视,http://171.110.63.129:8181/tsfile/live/1123_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,http://171.110.63.129:8181/tsfile/live/1181_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://123.53.239.244:808/hls/90/index.m3u8
青海卫视,http://171.110.63.129:8181/tsfile/live/1180_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://171.110.63.129:8181/tsfile/live/1186_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://1.197.249.129:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://123.53.239.244:808/hls/67/index.m3u8
山东卫视,http://171.110.63.129:8181/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://183.15.207.150:808/hls/27/index.m3u8
山西卫视,http://1.197.249.129:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.197.249.129:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://123.53.239.244:808/hls/70/index.m3u8
山西卫视,http://123.53.239.244:808/hls/86/index.m3u8
山西卫视,http://171.110.63.129:8181/tsfile/live/1124_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.110.63.129:8181/tsfile/live/1125_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://1.197.249.129:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://123.53.239.244:808/hls/62/index.m3u8
上海卫视,http://171.110.63.129:8181/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://171.110.63.129:8181/tsfile/live/1161_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://183.15.207.150:808/hls/23/index.m3u8
深圳卫视,http://1.197.249.129:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://123.53.239.244:808/hls/75/index.m3u8
深圳卫视,http://171.110.63.129:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://171.110.63.129:8181/tsfile/live/1170_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://183.15.207.150:808/hls/29/index.m3u8
四川卫视,http://1.197.249.129:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://123.53.239.244:808/hls/76/index.m3u8
四川卫视,http://171.110.63.129:8181/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://171.110.63.129:8181/tsfile/live/1164_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://183.15.207.150:808/hls/34/index.m3u8
天津卫视,http://123.53.239.244:808/hls/78/index.m3u8
天津卫视,http://171.110.63.129:8181/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://171.110.63.129:8181/tsfile/live/1172_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://183.15.207.150:808/hls/26/index.m3u8
西藏卫视,http://171.110.63.129:8181/tsfile/live/1128_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.110.63.129:8181/tsfile/live/1127_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://171.110.63.129:8181/tsfile/live/1131_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://183.15.207.150:808/hls/22/index.m3u8
云南卫视,http://1.197.249.129:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://123.53.239.244:808/hls/79/index.m3u8
云南卫视,http://171.110.63.129:8181/tsfile/live/1120_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://183.15.207.150:808/hls/36/index.m3u8
浙江卫视,http://1.197.249.129:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://123.53.239.244:808/hls/61/index.m3u8
浙江卫视,http://171.110.63.129:8181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://171.110.63.129:8181/tsfile/live/1169_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://183.15.207.150:808/hls/20/index.m3u8
影视频道,#genre#
1TY电影,http://171.110.63.129:8181/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0
3X电影,http://171.110.63.129:8181/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
4DS电影,http://171.110.63.129:8181/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://171.110.63.129:8181/tsfile/live/1230_1.m3u8?key=txiptv&playlive=1&authid=0
中国电影,http://171.110.63.129:8181/tsfile/live/1208_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://1.197.249.129:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://171.110.63.129:8181/tsfile/live/1096_1.m3u8?key=txiptv&playlive=1&authid=0
少儿频道,#genre#
广东少儿,http://171.110.63.129:8181/tsfile/live/1109_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈动漫,http://171.110.63.129:8181/tsfile/live/1117_1.m3u8?key=txiptv&playlive=1&authid=0
哈哈炫动,http://123.53.239.244:808/hls/94/index.m3u8
佳嘉卡通,http://123.53.239.244:808/hls/92/index.m3u8
佳嘉卡通,http://171.110.63.129:8181/tsfile/live/1113_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://1.197.249.129:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://123.53.239.244:808/hls/91/index.m3u8
金鹰卡通,http://171.110.63.129:8181/tsfile/live/1112_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://123.53.239.244:808/hls/93/index.m3u8
卡酷少儿,http://171.110.63.129:8181/tsfile/live/1111_1.m3u8?key=txiptv&playlive=1&authid=0
新动漫,http://171.110.63.129:8181/tsfile/live/1115_1.m3u8?key=txiptv&playlive=1&authid=0
新疆少儿,http://171.110.63.129:8181/tsfile/live/1119_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://171.110.63.129:8181/tsfile/live/1118_1.m3u8?key=txiptv&playlive=1&authid=0
优优宝贝,http://171.110.63.129:8181/tsfile/live/1116_1.m3u8?key=txiptv&playlive=1&authid=0
省市频道,#genre#
BM10广东新闻,http://171.110.63.129:8181/tsfile/live/1195_1.m3u8?key=txiptv&playlive=1&authid=0
BM12广东体育,http://171.110.63.129:8181/tsfile/live/1197_1.m3u8?key=txiptv&playlive=1&authid=0
BM15广东影视,http://171.110.63.129:8181/tsfile/live/1200_1.m3u8?key=txiptv&playlive=1&authid=0
BM17广东科教,http://171.110.63.129:8181/tsfile/live/1202_1.m3u8?key=txiptv&playlive=1&authid=0
BM22广东公共,http://171.110.63.129:8181/tsfile/live/1207_1.m3u8?key=txiptv&playlive=1&authid=0
BM6广西综艺,http://171.110.63.129:8181/tsfile/live/1191_1.m3u8?key=txiptv&playlive=1&authid=0
福建东南,http://1.197.249.129:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://171.110.63.129:8181/tsfile/live/1081_1.m3u8?key=txiptv&playlive=1&authid=0
广东科教,http://171.110.63.129:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://171.110.63.129:8181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://171.110.63.129:8181/tsfile/live/1080_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://171.110.63.129:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://171.110.63.129:8181/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://171.110.63.129:8181/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻回放,http://171.110.63.129:8181/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://171.110.63.129:8181/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://171.110.63.129:8181/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://123.53.239.244:808/hls/32/index.m3u8
河南法制,http://1.197.249.129:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河南法治,http://123.53.239.244:808/hls/34/index.m3u8
河南公共,http://1.197.249.129:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共,http://123.53.239.244:808/hls/38/index.m3u8
河南国际,http://123.53.239.244:808/hls/40/index.m3u8
河南民生,http://1.197.249.129:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://123.53.239.244:808/hls/33/index.m3u8
河南新农村,http://123.53.239.244:808/hls/39/index.m3u8
河南新闻,http://1.197.249.129:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南影视,http://1.197.249.129:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河南影视,http://123.53.239.244:808/hls/35/index.m3u8
南宁公共,http://171.110.63.129:8181/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
南宁生活,http://171.110.63.129:8181/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
南宁新闻,http://171.110.63.129:8181/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
南宁影视,http://171.110.63.129:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
其他频道,#genre#
教育一套,http://171.110.63.129:8181/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
教育一套,http://171.110.63.129:8181/tsfile/live/1162_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://171.110.63.129:8181/tsfile/live/1183_1.m3u8?key=txiptv&playlive=1&authid=0
信阳公共,http://123.53.239.244:808/hls/101/index.m3u8
信阳综合,http://123.53.239.244:808/hls/100/index.m3u8
央视新闻回放,http://171.110.63.129:8181/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&authid=0
玉林公共,http://171.110.63.129:8181/tsfile/live/1256_1.m3u8?key=txiptv&playlive=1&authid=0
玉林新闻,http://171.110.63.129:8181/tsfile/live/1255_1.m3u8?key=txiptv&playlive=1&authid=0
中国新闻,http://171.110.63.129:8181/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
中国新闻,http://171.110.63.129:8181/tsfile/live/1129_1.m3u8?key=txiptv&playlive=1&authid=0
1ZX,http://171.110.63.129:8181/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
